2026-05-03 19:35:59 | INFO | automation.browser:65 | Browser navigating to: https://open.spotify.com/playlist/polubione%20utwory
2026-05-03 19:35:59 | ERROR | core.task_planner:372 | Krok 'browser_navigate' blad: Page.goto: Target page, context or browser has been closed
2026-05-03 19:35:59 | INFO | core.assistant:214 | [TTS] Opening spotify. Nie udalo sie: browser_navigate
2026-05-03 19:36:04 | INFO | core.assistant:211 | Komenda zakonczona - gotowy na nastepna
2026-05-03 19:36:18 | INFO | core.assistant:173 | Komenda: 'go on the spotify app and in it play any song'
2026-05-03 19:36:19 | INFO | core.task_planner:362 | Krok 1/2: open_app
2026-05-03 19:36:19 | INFO | automation.apps:122 | Uruchamiam: 'spotify'
2026-05-03 19:36:19 | INFO | automation.apps:255 | Start: C:\Users\Admin\AppData\Roaming\Spotify\Spotify.exe
2026-05-03 19:36:19 | INFO | core.task_planner:362 | Krok 2/2: browser_navigate
2026-05-03 19:36:19 | INFO | automation.browser:65 | Browser navigating to: https://open.spotify.com
2026-05-03 19:36:19 | ERROR | core.task_planner:372 | Krok 'browser_navigate' blad: Page.goto: Target page, context or browser has been closed
2026-05-03 19:36:19 | INFO | core.assistant:214 | [TTS] Opening spotify. Nie udalo sie: browser_navigate
2026-05-03 19:36:24 | INFO | core.assistant:211 | Komenda zakonczona - gotowy na nastepna
